Name player;Rating player;Data;Tournament;Time match;Status;col_man;origin;enemy;rating;result_match;Time1;Time2;Time3;Link
Гусев Арсений Эдуардович;настольный теннис - это мы!;14.04.2021;отк ЧР-2021;15:30;отк ФилиТТ;54;15:52;;;;;;;https://rttf.ru/players/13967
Гусев Арсений Эдуардович;настольный теннис - это мы!;26.07.2020;26.07.2020 отк ТОП-16 муж;15:30;отк ФилиТТ;60;15:57;;;;;;;https://rttf.ru/players/13967
Жуков Алексей Александрович;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/27232
Жуков Алексей Александрович;настольный теннис - это мы!;27.10.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/27232
Жуков Алексей Александрович;настольный теннис - это мы!;19.06.2022;отк КЧР Прем (м);11:00;отк ЧР-2021;63;;;;;;;;https://rttf.ru/players/27232
Жуков Алексей Александрович;настольный теннис - это мы!;15.05.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/27232
Жуков Алексей Александрович;настольный теннис - это мы!;06.02.2022;отк КЧР Прем (м);17:30;350+ New Holland;42;18:05;;;;;;;https://rttf.ru/players/72859
Жуков Алексей Александрович;настольный теннис - это мы!;23.12.2021;отк КЧР Прем (м);15:30;отк ФилиТТ;61;16:05;;;;;;;https://rttf.ru/players/72859
Жуков Алексей Александрович;настольный теннис - это мы!;17.10.2021;отк КЧР Прем (м);16:00;отк V2 TTC;13;16:04;;;;;;;https://rttf.ru/players/72859
Жуков Алексей Александрович;настольный теннис - это мы!;13.06.2021;отк КЧР Прем (м);15:30;отк ФилиТТ;42;15:51;;;;;;;https://rttf.ru/players/72859
Жуков Алексей Александрович;настольный теннис - это мы!;20.05.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/72859
Жуков Алексей Александрович;настольный теннис - это мы!;18.04.2021;отк ЧР-2021;14:30;отк V2 TTC;23;14:37;;;;;;;https://rttf.ru/players/72859
Байбулдин Андрей Сергеевич;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);14:30;отк V2 TTC;22;14:39;;;;;;;https://rttf.ru/players/72859
Байбулдин Андрей Сергеевич;настольный теннис - это мы!;27.10.2022;отк КЧР Прем (м);13:00;отк V2 TTC;22;13:05;;;;;;;https://rttf.ru/players/72859
Байбулдин Андрей Сергеевич;настольный теннис - это мы!;17.10.2022;750 ФилиТТ;13:00;отк V2 TTC;18;13:09;;;;;;;https://rttf.ru/players/72859
Байбулдин Андрей Сергеевич;настольный теннис - это мы!;17.09.2022;отк ФилиТТ;17:30;300+ New Holland;39;18:24;;;;;;;https://rttf.ru/players/72859
Байбулдин Андрей Сергеевич;настольный теннис - это мы!;19.06.2022;отк КЧР Прем (м);18:00;1500+ Лига ПРО;5;19:03;;;;;;;https://rttf.ru/players/64700
Байбулдин Андрей Сергеевич;настольный теннис - это мы!;18.06.2022;отк Dubna open;18:00;1500+ Лига ПРО;5;18:00;;;;;;;https://rttf.ru/players/64700
Байбулдин Андрей Сергеевич;настольный теннис - это мы!;15.05.2022;отк КЧР Прем (м);18:00;1500+ Лига ПРО;5;18:31;;;;;;;https://rttf.ru/players/64700
Байбулдин Андрей Сергеевич;настольный теннис - это мы!;07.05.2022;отк ФилиТТ;18:00;1500+ Лига ПРО;5;18:30;;;;;;;https://rttf.ru/players/64700
Байбулдин Андрей Сергеевич;настольный теннис - это мы!;23.04.2022;отк ФилиТТ;18:00;1500+ Лига ПРО;5;18:01;;;;;;;https://rttf.ru/players/64700
Байбулдин Андрей Сергеевич;настольный теннис - это мы!;16.04.2022;отк ФилиТТ;18:00;1500+ Лига ПРО;5;;;;;;;;https://rttf.ru/players/64700
Федотов Пётр;настольный теннис - это мы!;13.06.2021;отк КЧР Прем (м);18:00;1500+ Лига ПРО;5;18:01;;;;;;;https://rttf.ru/players/64700
Федотов Пётр;настольный теннис - это мы!;20.05.2021;отк КЧР Прем (м);18:00;1500+ Лига ПРО;5;17:58;;;;;;;https://rttf.ru/players/64700
Федотов Пётр;настольный теннис - это мы!;18.04.2021;отк ЧР-2021;18:00;1300-1500 Лига ПРО;5;18:34;;;;;;;https://rttf.ru/players/64700
Федотов Пётр;настольный теннис - это мы!;25.02.2021;отк КЧР Прем (м);18:00;1300-1500 Лига ПРО;5;18:58;;;;;;;https://rttf.ru/players/64700
Федотов Пётр;настольный теннис - это мы!;23.12.2020;23.12.2020 отк КЧР Прем (м);17:30;отк ФилиТТ;65;17:58;;;;;;;https://rttf.ru/players/91916
Мошков Никита Алексеевич;настольный теннис - это мы!;18.02.2023;350+ New Holland;10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/91916
Мошков Никита Алексеевич;настольный теннис - это мы!;11.02.2023;отк ФилиТТ;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/91916
Мошков Никита Алексеевич;настольный теннис - это мы!;25.12.2022;отк V2 TTC;10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/4271
Мошков Никита Алексеевич;настольный теннис - это мы!;24.12.2022;отк ФилиТТ;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/4271
Мошков Никита Алексеевич;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/4271
Мошков Никита Алексеевич;настольный теннис - это мы!;10.12.2022;отк V2 TTC;08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/4271
Мошков Никита Алексеевич;настольный теннис - это мы!;03.12.2022;отк V2 TTC;08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/4271
Мошков Никита Алексеевич;настольный теннис - это мы!;26.11.2022;отк V2 TTC;08:00;отк КЧР Прем (м);48;;;;;;;;https://rttf.ru/players/4271
Мошков Никита Алексеевич;настольный теннис - это мы!;20.11.2022;отк V2 TTC;08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/4271
Мошков Никита Алексеевич;настольный теннис - это мы!;19.11.2022;300+ New Holland;10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/4271
Чаплыгин Максим Михайлович;настольный теннис - это мы!;29.03.2019;1500+ Лига ПРО;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/4271
Чаплыгин Максим Михайлович;настольный теннис - это мы!;28.03.2019;1500+ Лига ПРО;11:00;отк ЧР-2021;63;;;;;;;;https://rttf.ru/players/4271
Чаплыгин Максим Михайлович;настольный теннис - это мы!;29.01.2019;1500+ Лига ПРО;10:00;1400+ Лига ПРО;5;10:41;;;;;;;https://rttf.ru/players/25942
Чаплыгин Максим Михайлович;настольный теннис - это мы!;28.01.2019;1500+ Лига ПРО;10:00;1500+ Лига ПРО;5;09:59;;;;;;;https://rttf.ru/players/25942
Чаплыгин Максим Михайлович;настольный теннис - это мы!;30.10.2018;1500+ Лига ПРО;10:00;1500+ Лига ПРО;5;10:34;;;;;;;https://rttf.ru/players/25942
Чаплыгин Максим Михайлович;настольный теннис - это мы!;26.04.2018;1500+ Лига ПРО;10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/49565
Чаплыгин Максим Михайлович;настольный теннис - это мы!;14.03.2018;1500+ Лига ПРО;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/49565
Чаплыгин Максим Михайлович;настольный теннис - это мы!;12.03.2018;1500+ Лига ПРО;10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/88890
Чаплыгин Максим Михайлович;настольный теннис - это мы!;07.02.2018;1300-1500 Лига ПРО;15:30;отк ФилиТТ;55;16:03;;;;;;;https://rttf.ru/players/88890
Чаплыгин Максим Михайлович;настольный теннис - это мы!;06.02.2018;1300-1500 Лига ПРО;17:30;300+ New Holland;31;17:49;;;;;;;https://rttf.ru/players/88890
Абусев Артур;настольный теннис - это мы!;18.06.2022;отк ФилиТТ;10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/88890
Абусев Артур;настольный теннис - это мы!;13.06.2021;отк КЧР Прем (м);10:00;отк Newton arena;32;;;;;;;;https://rttf.ru/players/88890
Абусев Артур;настольный теннис - это мы!;25.02.2021;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/88890
Абусев Артур;настольный теннис - это мы!;23.12.2020;23.12.2020 отк КЧР Прем (м);18:00;отк ArtTT-Первом;23;18:06;;;;;;;https://rttf.ru/players/88890
Швец Кирилл;настольный теннис - это мы!;23.12.2020;23.12.2020 отк КЧР Прем (м);15:00;отк TTL-Савёл;39;15:54;;;;;;;https://rttf.ru/players/88890
Травин Данила Георгиевич;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);08:00;отк КЧР Прем (м);48;;;;;;;;https://rttf.ru/players/88890
Травин Данила Георгиевич;настольный теннис - это мы!;27.10.2022;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/88890
Травин Данила Георгиевич;настольный теннис - это мы!;19.06.2022;отк КЧР Прем (м);11:00;отк УК Liga Pro;6;;;;;;;;https://rttf.ru/players/70529
Травин Данила Георгиевич;настольный теннис - это мы!;15.05.2022;отк КЧР Прем (м);15:00;отк УК Liga Pro;7;;;;;;;;https://rttf.ru/players/70529
Травин Данила Георгиевич;настольный теннис - это мы!;06.02.2022;отк КЧР Прем (м);12:00;отк УК Liga Pro;8;;;;;;;;https://rttf.ru/players/70529
Травин Данила Георгиевич;настольный теннис - это мы!;23.12.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/70529
Травин Данила Георгиевич;настольный теннис - это мы!;17.10.2021;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/70529
Травин Данила Георгиевич;настольный теннис - это мы!;13.06.2021;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/70529
Травин Данила Георгиевич;настольный теннис - это мы!;20.05.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/70529
Травин Данила Георгиевич;настольный теннис - это мы!;18.04.2021;отк ЧР-2021;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/70529
Майсторович Илие;настольный теннис - это мы!;28.06.2017;1400+ Лига ПРО;11:00;отк ЧР-2021;63;;;;;;;;https://rttf.ru/players/70529
Майсторович Илие;настольный теннис - это мы!;27.06.2017;1500+ Лига ПРО;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/70529
Майсторович Илие;настольный теннис - это мы!;26.06.2017;1500+ Лига ПРО;14:30;отк V2 TTC;34;15:01;;;;;;;https://rttf.ru/players/24280
Семенов Андрей;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/24280
Семенов Андрей;настольный теннис - это мы!;27.10.2022;отк КЧР Прем (м);14:30;отк V2 TTC;23;14:51;;;;;;;https://rttf.ru/players/24280
Мерзликин Тарас Сергеевич;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);13:00;отк V2 TTC;18;13:09;;;;;;;https://rttf.ru/players/24280
Мерзликин Тарас Сергеевич;настольный теннис - это мы!;30.07.2022;отк ФилиТТ;17:30;300+ New Holland;39;18:29;;;;;;;https://rttf.ru/players/24280
Мерзликин Тарас Сергеевич;настольный теннис - это мы!;16.07.2022;300+ New Holland;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/24280
Мерзликин Тарас Сергеевич;настольный теннис - это мы!;19.06.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/24280
Мерзликин Тарас Сергеевич;настольный теннис - это мы!;23.02.2022;отк Newton arena;08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/24280
Мерзликин Тарас Сергеевич;настольный теннис - это мы!;06.02.2022;отк КЧР Прем (м);10:00;отк Newton arena;32;;;;;;;;https://rttf.ru/players/24280
Мерзликин Тарас Сергеевич;настольный теннис - это мы!;16.01.2022;отк ArtTT-Первом;08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/24280
Мерзликин Тарас Сергеевич;настольный теннис - это мы!;09.01.2022;отк TTL-Савёл;15:30;отк ФилиТТ;55;15:52;;;;;;;https://rttf.ru/players/65398
Мерзликин Тарас Сергеевич;настольный теннис - это мы!;23.12.2021;отк КЧР Прем (м);15:30;отк ФилиТТ;67;15:57;;;;;;;https://rttf.ru/players/65398
Мерзликин Тарас Сергеевич;настольный теннис - это мы!;17.10.2021;отк КЧР Прем (м);10:00;отк Newton arena;32;;;;;;;;https://rttf.ru/players/65398
Никулин Иван Владимирович;настольный теннис - это мы!;12.02.2023;отк УК Liga Pro;15:30;отк ФилиТТ;52;16:08;;;;;;;https://rttf.ru/players/65398
Никулин Иван Владимирович;настольный теннис - это мы!;15.01.2023;отк УК Liga Pro;19:30;отк ФилиТТ;34;19:59;;;;;;;https://rttf.ru/players/65398
Никулин Иван Владимирович;настольный теннис - это мы!;12.12.2022;отк УК Liga Pro;19:30;отк ФилиТТ;26;19:48;;;;;;;https://rttf.ru/players/65398
Никулин Иван Владимирович;настольный теннис - это мы!;19.06.2022;отк КЧР Прем (м);19:30;отк ФилиТТ;38;19:58;;;;;;;https://rttf.ru/players/65398
Никулин Иван Владимирович;настольный теннис - это мы!;15.05.2022;отк КЧР Прем (м);19:30;отк ФилиТТ;22;19:34;;;;;;;https://rttf.ru/players/65398
Никулин Иван Владимирович;настольный теннис - это мы!;17.10.2021;отк КЧР Прем (м);19:30;отк ФилиТТ;42;20:00;;;;;;;https://rttf.ru/players/65398
Никулин Иван Владимирович;настольный теннис - это мы!;13.06.2021;отк КЧР Прем (м);15:30;отк ФилиТТ;32;15:35;;;;;;;https://rttf.ru/players/65398
Никулин Иван Владимирович;настольный теннис - это мы!;20.05.2021;отк КЧР Прем (м);15:30;отк ФилиТТ;61;16:08;;;;;;;https://rttf.ru/players/28415
Никулин Иван Владимирович;настольный теннис - это мы!;18.04.2021;отк ЧР-2021;16:00;отк V2 TTC;13;16:04;;;;;;;https://rttf.ru/players/28415
Никулин Иван Владимирович;настольный теннис - это мы!;25.02.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/28415
Двойников Артём Игоревич;настольный теннис - это мы!;18.02.2023;отк V2 TTC;14:30;отк V2 TTC;14;14:38;;;;;;;https://rttf.ru/players/28415
Двойников Артём Игоревич;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);14:30;отк V2 TTC;23;14:53;;;;;;;https://rttf.ru/players/28415
Двойников Артём Игоревич;настольный теннис - это мы!;10.12.2022;отк V2 TTC;14:30;отк V2 TTC;22;14:38;;;;;;;https://rttf.ru/players/28415
Двойников Артём Игоревич;настольный теннис - это мы!;20.11.2022;отк V2 TTC;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/28415
Двойников Артём Игоревич;настольный теннис - это мы!;19.11.2022;300+ New Holland;15:30;отк ФилиТТ;67;15:33;;;;;;;https://rttf.ru/players/28415
Двойников Артём Игоревич;настольный теннис - это мы!;27.10.2022;отк КЧР Прем (м);15:30;отк ФилиТТ;57;16:03;;;;;;;https://rttf.ru/players/28415
Двойников Артём Игоревич;настольный теннис - это мы!;19.06.2022;отк КЧР Прем (м);15:30;отк ФилиТТ;53;16:19;;;;;;;https://rttf.ru/players/28415
Двойников Артём Игоревич;настольный теннис - это мы!;15.05.2022;отк КЧР Прем (м);15:00;отк ArtTT-Первом;39;16:08;;;;;;;https://rttf.ru/players/51636
Двойников Артём Игоревич;настольный теннис - это мы!;23.02.2022;отк Newton arena;18:00;отк ArtTT-Первом;19;18:30;;;;;;;https://rttf.ru/players/51636
Двойников Артём Игоревич;настольный теннис - это мы!;06.02.2022;отк КЧР Прем (м);19:30;отк ФилиТТ;31;19:49;;;;;;;https://rttf.ru/players/51636
Голованов Станислав;настольный теннис - это мы!;30.07.2022;отк ФилиТТ;18:00;отк ArtTT-Первом;15;18:23;;;;;;;https://rttf.ru/players/51636
Голованов Станислав;настольный теннис - это мы!;04.06.2022;отк ФилиТТ;18:00;отк ArtTT-Первом;8;18:06;;;;;;;https://rttf.ru/players/51636
Голованов Станислав;настольный теннис - это мы!;23.02.2022;отк Newton arena;18:00;отк ArtTT-Первом;23;18:25;;;;;;;https://rttf.ru/players/51636
Голованов Станислав;настольный теннис - это мы!;19.02.2022;отк ФилиТТ;19:30;отк ФилиТТ;22;19:33;;;;;;;https://rttf.ru/players/51636
Голованов Станислав;настольный теннис - это мы!;17.02.2022;отк ФилиТТ;18:00;отк ArtTT-Первом;12;18:42;;;;;;;https://rttf.ru/players/51636
Голованов Станислав;настольный теннис - это мы!;27.01.2022;отк ФилиТТ;15:30;отк TTL-Савёл;13;15:45;;;;;;;https://rttf.ru/players/51636
Голованов Станислав;настольный теннис - это мы!;20.01.2022;отк ФилиТТ;18:00;отк ArtTT-Первом;6;18:09;;;;;;;https://rttf.ru/players/51636
Голованов Станислав;настольный теннис - это мы!;13.01.2022;отк ФилиТТ;10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/95906
Голованов Станислав;настольный теннис - это мы!;23.12.2021;отк ФилиТТ;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/95906
Голованов Станислав;настольный теннис - это мы!;18.12.2021;отк ФилиТТ;09:30;750 ФилиТТ;4;;;;;;;;https://rttf.ru/players/95906
Боков Максим Андреевич;настольный теннис - это мы!;11.02.2023;отк ФилиТТ;16:30;300+ New Holland;32;16:47;;;;;;;https://rttf.ru/players/95906
Боков Максим Андреевич;настольный теннис - это мы!;25.12.2022;отк V2 TTC;17:30;300+ New Holland;31;17:49;;;;;;;https://rttf.ru/players/95906
Боков Максим Андреевич;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/95906
Боков Максим Андреевич;настольный теннис - это мы!;17.12.2022;отк V2 TTC;15:30;отк ФилиТТ;68;16:05;;;;;;;https://rttf.ru/players/95906
Боков Максим Андреевич;настольный теннис - это мы!;10.12.2022;отк V2 TTC;08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/95906
Боков Максим Андреевич;настольный теннис - это мы!;03.12.2022;отк V2 TTC;15:00;отк ArtTT-Первом;39;16:53;;;;;;;https://rttf.ru/players/95906
Боков Максим Андреевич;настольный теннис - это мы!;27.10.2022;отк КЧР Прем (м);10:00;отк Newton arena;32;;;;;;;;https://rttf.ru/players/95906
Боков Максим Андреевич;настольный теннис - это мы!;01.10.2022;отк ФилиТТ;10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/84507
Боков Максим Андреевич;настольный теннис - это мы!;20.08.2022;отк ФилиТТ;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/84507
Боков Максим Андреевич;настольный теннис - это мы!;13.08.2022;отк ФилиТТ;10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/84507
Бобров Дмитрий Анатольевич;настольный теннис - это мы!;09.05.2022;отк ArtTT-Первом;08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/84507
Бобров Дмитрий Анатольевич;настольный теннис - это мы!;13.02.2022;отк ArtTT-Первом;08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/84507
Бобров Дмитрий Анатольевич;настольный теннис - это мы!;03.02.2022;отк ФилиТТ;08:00;отк КЧР Прем (м);48;;;;;;;;https://rttf.ru/players/84507
Бобров Дмитрий Анатольевич;настольный теннис - это мы!;30.01.2022;отк ArtTT-Первом;08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/84507
Бобров Дмитрий Анатольевич;настольный теннис - это мы!;23.01.2022;отк ArtTT-Первом;10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/84507
Бобров Дмитрий Анатольевич;настольный теннис - это мы!;16.01.2022;отк ArtTT-Первом;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/84507
Бобров Дмитрий Анатольевич;настольный теннис - это мы!;13.01.2022;отк ФилиТТ;11:00;отк ЧР-2021;63;;;;;;;;https://rttf.ru/players/84507
Бобров Дмитрий Анатольевич;настольный теннис - это мы!;09.01.2022;отк ArtTT-Первом;10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/70528
Бобров Дмитрий Анатольевич;настольный теннис - это мы!;02.01.2022;отк TTL-Савёл;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/70528
Бобров Дмитрий Анатольевич;настольный теннис - это мы!;26.12.2021;отк ArtTT-Первом;10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/70528
Макаров Владислав Александрович;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/70528
Макаров Владислав Александрович;настольный теннис - это мы!;27.10.2022;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/70528
Макаров Владислав Александрович;настольный теннис - это мы!;17.10.2022;750 ФилиТТ;08:00;отк КЧР Прем (м);48;;;;;;;;https://rttf.ru/players/70528
Макаров Владислав Александрович;настольный теннис - это мы!;20.08.2022;300+ New Holland;08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/70528
Макаров Владислав Александрович;настольный теннис - это мы!;16.07.2022;300+ New Holland;10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/70528
Макаров Владислав Александрович;настольный теннис - это мы!;19.06.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/70528
Макаров Владислав Александрович;настольный теннис - это мы!;11.06.2022;отк ФилиТТ;11:00;отк ЧР-2021;63;;;;;;;;https://rttf.ru/players/70528
Макаров Владислав Александрович;настольный теннис - это мы!;15.05.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/29256
Макаров Владислав Александрович;настольный теннис - это мы!;09.05.2022;отк ArtTT-Первом;10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/29256
Макаров Владислав Александрович;настольный теннис - это мы!;23.02.2022;отк Newton arena;08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/29256
Фильчев Сергей Анатольевич;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/29256
Фильчев Сергей Анатольевич;настольный теннис - это мы!;27.10.2022;отк КЧР Прем (м);08:00;отк КЧР Прем (м);48;;;;;;;;https://rttf.ru/players/29256
Фильчев Сергей Анатольевич;настольный теннис - это мы!;19.06.2022;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/29256
Фильчев Сергей Анатольевич;настольный теннис - это мы!;15.05.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/29256
Фильчев Сергей Анатольевич;настольный теннис - это мы!;06.02.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/29256
Фильчев Сергей Анатольевич;настольный теннис - это мы!;23.12.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/30613
Фильчев Сергей Анатольевич;настольный теннис - это мы!;17.10.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/30613
Фильчев Сергей Анатольевич;настольный теннис - это мы!;13.06.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/30613
Фильчев Сергей Анатольевич;настольный теннис - это мы!;20.05.2021;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/30613
Фильчев Сергей Анатольевич;настольный теннис - это мы!;18.04.2021;отк ЧР-2021;08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/30613
Тютрюмов Александр Сергеевич;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);08:00;отк КЧР Прем (м);48;;;;;;;;https://rttf.ru/players/30613
Тютрюмов Александр Сергеевич;настольный теннис - это мы!;27.10.2022;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/30613
Тютрюмов Александр Сергеевич;настольный теннис - это мы!;19.06.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);28;;;;;;;;https://rttf.ru/players/30613
Тютрюмов Александр Сергеевич;настольный теннис - это мы!;15.05.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/30613
Тютрюмов Александр Сергеевич;настольный теннис - это мы!;06.02.2022;отк КЧР Прем (м);11:00;отк ЧР-2021;63;;;;;;;;https://rttf.ru/players/30613
Тютрюмов Александр Сергеевич;настольный теннис - это мы!;23.12.2021;отк КЧР Прем (м);18:00;отк СВФУ;9;18:23;;;;;;;https://rttf.ru/players/9669
Тютрюмов Александр Сергеевич;настольный теннис - это мы!;17.10.2021;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/9669
Тютрюмов Александр Сергеевич;настольный теннис - это мы!;13.06.2021;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/9669
Тютрюмов Александр Сергеевич;настольный теннис - это мы!;20.05.2021;отк КЧР Прем (м);08:00;отк КЧР Прем (м);48;;;;;;;;https://rttf.ru/players/9669
Тютрюмов Александр Сергеевич;настольный теннис - это мы!;18.04.2021;отк ЧР-2021;08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/9669
Ахметсафин Дамир;настольный теннис - это мы!;22.12.2022;отк КЧР Прем (м);10:00;отк Волгарь;24;;;;;;;;https://rttf.ru/players/9669
Ахметсафин Дамир;настольный теннис - это мы!;27.10.2022;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/9669
Ахметсафин Дамир;настольный теннис - это мы!;15.05.2022;отк КЧР Прем (м);11:00;отк ЧР-2021;63;;;;;;;;https://rttf.ru/players/9669
Ахметсафин Дамир;настольный теннис - это мы!;06.02.2022;отк КЧР Прем (м);11:00;отк ЧР-2021;54;;;;;;;;https://rttf.ru/players/9669
Ахметсафин Дамир;настольный теннис - это мы!;23.12.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/9669
Ахметсафин Дамир;настольный теннис - это мы!;17.10.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);50;;;;;;;;https://rttf.ru/players/25205
Ахметсафин Дамир;настольный теннис - это мы!;20.05.2021;отк КЧР Прем (м);10:00;отк КЧР Прем (м);46;;;;;;;;https://rttf.ru/players/25205
Ахметсафин Дамир;настольный теннис - это мы!;25.02.2021;отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/25205
Ахметсафин Дамир;настольный теннис - это мы!;23.12.2020;23.12.2020 отк КЧР Прем (м);08:00;отк КЧР Прем (м);44;;;;;;;;https://rttf.ru/players/25205
Левшин Виталий;настольный теннис - это мы!;02.09.2018;02.09.2018 отк ArtTT-Прео;08:00;отк КЧР Прем (м);48;;;;;;;;https://rttf.ru/players/25205
